"paper_id","paper_name","finish","line","composition","grams","notes","currency","price_clp","price_display","roll_width_cm","measure_label","requested_width_cm","requested_length_cm","billed_width_cm","billed_length_cm","is_alias_size"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","109990","109.990","60","60x195cm","60","195","60","195","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","93490","93.490","60","60x195cm","60","195","60","195","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","69490","69.490","60","60x200cm","60","200","60","200","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","70990","70.990","60","60x200cm","60","200","60","200","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","76490","76.490","60","60x200cm","60","200","60","200","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","112990","112.990","60","60x200cm","60","200","60","200","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","95990","95.990","60","60x200cm","60","200","60","200","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","112990","112.990","60","60x200cm","60","200","60","200","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","95990","95.990","60","60x200cm","60","200","60","200","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","15990","15.990","110","110x20cm","110","20","110","20","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","16490","16.490","110","110x20cm","110","20","110","20","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","17490","17.490","110","110x20cm","110","20","110","20","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","19490","19.490","110","110x20cm","110","20","110","20","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","24990","24.990","110","110x20cm","110","20","110","20","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","21990","21.990","110","110x20cm","110","20","110","20","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","18990","18.990","110","110x25cm","110","25","110","25","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","19490","19.490","110","110x25cm","110","25","110","25","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","20990","20.990","110","110x25cm","110","25","110","25","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","22990","22.990","110","110x25cm","110","25","110","25","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","29990","29.990","110","110x25cm","110","25","110","25","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","25990","25.990","110","110x25cm","110","25","110","25","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","21490","21.490","110","110x30cm","110","30","110","30","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","22490","22.490","110","110x30cm","110","30","110","30","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","23990","23.990","110","110x30cm","110","30","110","30","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","26490","26.490","110","110x30cm","110","30","110","30","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","34490","34.490","110","110x30cm","110","30","110","30","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","29990","29.990","110","110x30cm","110","30","110","30","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","24490","24.490","110","110x35cm","110","35","110","35","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","24990","24.990","110","110x35cm","110","35","110","35","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","27490","27.490","110","110x35cm","110","35","110","35","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","29990","29.990","110","110x35cm","110","35","110","35","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","38990","38.990","110","110x35cm","110","35","110","35","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","33990","33.990","110","110x35cm","110","35","110","35","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","27490","27.490","110","110x40cm","110","40","110","40","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","27990","27.990","110","110x40cm","110","40","110","40","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","30490","30.490","110","110x40cm","110","40","110","40","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","33490","33.490","110","110x40cm","110","40","110","40","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","43990","43.990","110","110x40cm","110","40","110","40","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","37990","37.990","110","110x40cm","110","40","110","40","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","30490","30.490","110","110x45cm","110","45","110","45","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","30990","30.990","110","110x45cm","110","45","110","45","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","33490","33.490","110","110x45cm","110","45","110","45","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","36990","36.990","110","110x45cm","110","45","110","45","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","48490","48.490","110","110x45cm","110","45","110","45","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","41990","41.990","110","110x45cm","110","45","110","45","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","32990","32.990","110","110x50cm","110","50","110","50","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","33990","33.990","110","110x50cm","110","50","110","50","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","36990","36.990","110","110x50cm","110","50","110","50","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","40490","40.490","110","110x50cm","110","50","110","50","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","52990","52.990","110","110x50cm","110","50","110","50","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","45990","45.990","110","110x50cm","110","50","110","50","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","35990","35.990","110","110x55cm","110","55","110","55","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","36990","36.990","110","110x55cm","110","55","110","55","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","39990","39.990","110","110x55cm","110","55","110","55","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","43990","43.990","110","110x55cm","110","55","110","55","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","57990","57.990","110","110x55cm","110","55","110","55","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","49990","49.990","110","110x55cm","110","55","110","55","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","38990","38.990","110","110x60cm","110","60","110","60","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","39990","39.990","110","110x60cm","110","60","110","60","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","42990","42.990","110","110x60cm","110","60","110","60","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","47490","47.490","110","110x60cm","110","60","110","60","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","62490","62.490","110","110x60cm","110","60","110","60","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","53990","53.990","110","110x60cm","110","60","110","60","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","41490","41.490","110","110x65cm","110","65","110","65","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","42990","42.990","110","110x65cm","110","65","110","65","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","46490","46.490","110","110x65cm","110","65","110","65","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","50990","50.990","110","110x65cm","110","65","110","65","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","66990","66.990","110","110x65cm","110","65","110","65","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","57990","57.990","110","110x65cm","110","65","110","65","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","44490","44.490","110","110x70cm","110","70","110","70","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","45490","45.490","110","110x70cm","110","70","110","70","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","49490","49.490","110","110x70cm","110","70","110","70","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","54990","54.990","110","110x70cm","110","70","110","70","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","71990","71.990","110","110x70cm","110","70","110","70","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","62490","62.490","110","110x70cm","110","70","110","70","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","47490","47.490","110","110x75cm","110","75","110","75","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","48490","48.490","110","110x75cm","110","75","110","75","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","52990","52.990","110","110x75cm","110","75","110","75","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","58490","58.490","110","110x75cm","110","75","110","75","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","76490","76.490","110","110x75cm","110","75","110","75","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","66490","66.490","110","110x75cm","110","75","110","75","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","50490","50.490","110","110x80cm","110","80","110","80","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","51490","51.490","110","110x80cm","110","80","110","80","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","55990","55.990","110","110x80cm","110","80","110","80","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","61990","61.990","110","110x80cm","110","80","110","80","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","80990","80.990","110","110x80cm","110","80","110","80","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","70490","70.490","110","110x80cm","110","80","110","80","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","52990","52.990","110","110x85cm","110","85","110","85","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","54490","54.490","110","110x85cm","110","85","110","85","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","58990","58.990","110","110x85cm","110","85","110","85","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","65490","65.490","110","110x85cm","110","85","110","85","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","85990","85.990","110","110x85cm","110","85","110","85","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","74490","74.490","110","110x85cm","110","85","110","85","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","55990","55.990","110","110x90cm","110","90","110","90","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","57490","57.490","110","110x90cm","110","90","110","90","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","62490","62.490","110","110x90cm","110","90","110","90","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","68990","68.990","110","110x90cm","110","90","110","90","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","90490","90.490","110","110x90cm","110","90","110","90","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","78490","78.490","110","110x90cm","110","90","110","90","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","58990","58.990","110","110x95cm","110","95","110","95","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","60490","60.490","110","110x95cm","110","95","110","95","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","65490","65.490","110","110x95cm","110","95","110","95","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","72490","72.490","110","110x95cm","110","95","110","95","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","95490","95.490","110","110x95cm","110","95","110","95","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","82490","82.490","110","110x95cm","110","95","110","95","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","61490","61.490","110","110x100cm","110","100","110","100","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","63490","63.490","110","110x100cm","110","100","110","100","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","68490","68.490","110","110x100cm","110","100","110","100","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","75990","75.990","110","110x100cm","110","100","110","100","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","99990","99.990","110","110x100cm","110","100","110","100","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","86490","86.490","110","110x100cm","110","100","110","100","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","64490","64.490","110","110x105cm","110","105","110","105","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","66490","66.490","110","110x105cm","110","105","110","105","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","71990","71.990","110","110x105cm","110","105","110","105","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","79490","79.490","110","110x105cm","110","105","110","105","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","104490","104.490","110","110x105cm","110","105","110","105","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","90490","90.490","110","110x105cm","110","105","110","105","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","67490","67.490","110","110x110cm","110","110","110","110","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","69490","69.490","110","110x110cm","110","110","110","110","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","74990","74.990","110","110x110cm","110","110","110","110","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","82990","82.990","110","110x110cm","110","110","110","110","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","109490","109.490","110","110x110cm","110","110","110","110","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","94490","94.490","110","110x110cm","110","110","110","110","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","70490","70.490","110","110x115cm","110","115","110","115","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","72490","72.490","110","110x115cm","110","115","110","115","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","78490","78.490","110","110x115cm","110","115","110","115","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","86990","86.990","110","110x115cm","110","115","110","115","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","113990","113.990","110","110x115cm","110","115","110","115","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","98990","98.990","110","110x115cm","110","115","110","115","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","73490","73.490","110","110x120cm","110","120","110","120","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","75490","75.490","110","110x120cm","110","120","110","120","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","81490","81.490","110","110x120cm","110","120","110","120","False"
"canson_photogloss_premium_rc_270","Canson Photogloss Premium RC 270grs","brillante (glossy)","Studio/Photo","RC","270","acabado brillante","CLP","90490","90.490","110","110x120cm","110","120","110","120","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","118990","118.990","110","110x120cm","110","120","110","120","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","102990","102.990","110","110x120cm","110","120","110","120","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","76490","76.490","110","110x125cm","110","125","110","125","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","78490","78.490","110","110x125cm","110","125","110","125","False"
